Date,Open,High,Low,Close,Volume,return_1d,ma_5,ma_20,volatility_5,momentum_5,target
2025-05-22,201.3800048828125,205.75999450683594,200.16000366210938,203.10000610351562,38938900,0.00984492359983613,204.00800170898438,196.46800003051757,0.010010357393626679,-2.0699920654296875,0
2025-05-23,198.89999389648438,202.3699951171875,197.85000610351562,200.99000549316406,33393500,-0.010388973643241206,203.08800354003907,197.06800003051757,0.010298626331506563,-4.5999908447265625,1
2025-05-27,203.08999633789062,206.69000244140625,202.19000244140625,206.02000427246094,34892000,0.025026113945093353,203.06000366210938,197.9840003967285,0.01690342791011738,-0.1399993896484375,0
2025-05-28,205.9199981689453,207.66000366210938,204.41000366210938,204.72000122070312,28549800,-0.006310081665849121,203.19000244140625,198.85050048828126,0.01641026726636747,0.649993896484375,1
2025-05-29,208.02999877929688,208.80999755859375,204.22999572753906,205.6999969482422,34650000,0.004787005283780621,204.1060028076172,199.91450042724608,0.01403984688191778,4.5800018310546875,0
2025-05-30,204.83999633789062,205.99000549316406,201.6999969482422,205.00999450683594,51679400,-0.0033544115296213484,204.48800048828124,200.65500030517578,0.014046099249650088,1.9099884033203125,1
2025-06-02,204.97999572753906,207.0,202.67999267578125,206.64999389648438,29113300,0.007999607012299847,205.6199981689453,201.48850021362304,0.012306706644668125,5.6599884033203125,0
2025-06-03,207.11000061035156,208.9499969482422,205.02999877929688,205.7100067138672,33139100,-0.004548692041520419,205.55799865722656,202.4565002441406,0.006290109627330973,-0.30999755859375,1
2025-06-04,206.5500030517578,208.17999267578125,205.17999267578125,207.22999572753906,29915600,0.007388989179248462,206.05999755859375,203.56750030517577,0.005985944538379567,2.5099945068359375,1
2025-06-05,209.5500030517578,212.80999755859375,207.55999755859375,207.91000366210938,51864200,0.0032814165352026414,206.5019989013672,204.5275001525879,0.005876137706125723,2.2100067138671875,1
2025-06-06,212.39999389648438,213.8699951171875,210.5,213.57000732421875,39832500,0.027223334916139486,208.21400146484376,205.60200042724608,0.01171839389384805,8.560012817382812,1
2025-06-09,214.75,217.85000610351562,212.8800048828125,216.97999572753906,38102500,0.015966607137600786,210.28000183105468,206.79800033569336,0.012204200959083554,10.330001831054688,1
2025-06-10,216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,31303300,0.0029035159702168745,212.66000061035157,207.24650039672852,0.010312741181399411,11.899993896484375,0
2025-06-11,217.41000366210938,218.39999389648438,212.88999938964844,213.1999969482422,39326000,-0.020265629565462184,213.8540008544922,207.33800048828124,0.017723337155947125,5.970001220703125,1
2025-06-12,211.77999877929688,213.5800018310547,211.3300018310547,213.24000549316406,27640000,0.00018765734284498237,214.9200012207031,207.48750076293945,0.01788744510193535,5.3300018310546875,0
2025-06-13,209.9600067138672,214.0500030517578,209.6199951171875,212.10000610351562,29337800,-0.0053460859139069505,214.6260009765625,207.83400115966796,0.01317273440829031,-1.470001220703125,1
2025-06-16,212.30999755859375,217.05999755859375,211.60000610351562,216.10000610351562,33284200,0.018859028217320217,214.45000305175782,208.35950164794923,0.014148530002910139,-0.8799896240234375,0
2025-06-17,215.1999969482422,217.41000366210938,214.55999755859375,214.82000732421875,32086300,-0.005923177895162723,213.89200439453126,208.7925018310547,0.014132122154494322,-2.7899932861328125,0
2025-06-18,215.08999633789062,217.9600067138672,212.33999633789062,212.52000427246094,44360500,-0.010706651956707725,213.756005859375,209.2150016784668,0.01153558786710936,-0.67999267578125,0
2025-06-20,214.67999267578125,214.88999938964844,208.27000427246094,209.69000244140625,75350700,-0.013316402099383007,213.04600524902344,209.64350204467775,0.012818697043214486,-3.5500030517578125,0
2025-06-23,209.7899932861328,210.38999938964844,207.30999755859375,208.47000122070312,37311700,-0.005818118205440093,212.32000427246095,209.9120018005371,0.012839377517540065,-3.6300048828125,1
2025-06-24,212.13999938964844,214.33999633789062,211.0500030517578,212.77000427246094,38378800,0.02062648355436747,211.65400390625,210.50100173950196,0.01360619637875858,-3.3300018310546875,0
2025-06-25,214.6199951171875,216.02999877929688,211.11000061035156,211.99000549316406,31755700,-0.0036659245365152637,211.08800354003907,210.79950180053712,0.01352329700430308,-2.8300018310546875,1
2025-06-26,213.1199951171875,218.0399932861328,212.00999450683594,217.1199951171875,50480800,0.024199205109171285,212.00800170898438,211.41950149536132,0.016871923020814857,4.5999908447265625,1
2025-06-27,219.9199981689453,223.3000030517578,216.74000549316406,223.3000030517578,119217100,0.028463559660798277,214.7300018310547,212.29950180053712,0.016234964048128173,13.610000610351562,0
2025-06-30,223.52000427246094,223.82000732421875,219.1199951171875,219.38999938964844,58887800,-0.017510092291414314,216.91400146484375,213.01850204467775,0.0199881973653191,10.919998168945312,1
2025-07-01,219.5,221.8800048828125,217.92999267578125,220.4600067138672,39256800,0.00487719279454657,218.452001953125,213.70900268554686,0.019203761764412318,7.69000244140625,0
2025-07-02,219.72999572753906,221.60000610351562,219.05999755859375,219.9199981689453,30894200,-0.002449462616694653,220.03800048828126,214.41950225830078,0.019037519746776595,7.92999267578125,1
2025-07-03,221.82000732421875,224.00999450683594,221.36000061035156,223.41000366210938,29632400,0.015869432167251007,221.29600219726564,215.2285026550293,0.017516302740986815,6.290008544921875,1
2025-07-07,223.0,224.2899932861328,222.3699951171875,223.47000122070312,36604100,0.0002685535903059755,221.3300018310547,216.006502532959,0.012125163285559343,0.1699981689453125,0
2025-07-08,223.9199981689453,224.0,218.42999267578125,219.36000061035156,45692000,-0.018391733064396676,221.32400207519532,216.29600219726564,0.01244937414201765,-0.029998779296875,1
2025-07-09,221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,38155100,0.014496684294917905,221.73999938964843,216.57400207519532,0.014027991107589007,2.079986572265625,0
