Ticker,Accuracy,Strategy Return,Buy Hold Return,Trade Win Rate,Max Drawdown
AAPL,57.446808510638306,-4.218691455669942,2.7209309318339425,53.125,-9.642793972199957
AMZN,57.446808510638306,23.798166457122292,31.240367012006722,64.1025641025641,-8.952227041634893
TGT,53.191489361702125,-3.6042847995525373,10.914701811722649,0.0,-2.8708595710226157
TSLA,53.191489361702125,-7.7722000125539425,-8.360328442058417,54.54545454545454,-17.764732865538477
SPY,44.680851063829785,-3.1968453421212573,4.838517557450839,47.05882352941176,-8.577387238160455
